Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
151,0,5,7,0,1,17,,"('25' sea ray', 'means_of_transportation'); ('border patrol agents', 'person'); ('juno beach', 'location'); ('juno beach, fla', 'location'); ('juno police department', 'person')","('imperial beach', 'location'); ('jet ski', 'means_of_transportation'); ('mexico', 'location'); ('osvaldo reyes-virgen', 'person'); ('san diego', 'location'); ('u.s. border patrol agents', 'person'); ('united states', 'location')",,"('25' sea ray', 'border patrol agents')","('brush', 'imperial beach'); ('brush', 'osvaldo reyes-virgen'); ('brush', 'u.s. border patrol agents'); ('imperial beach', 'jet ski'); ('imperial beach', 'osvaldo reyes-virgen'); ('imperial beach', 'san diego'); ('imperial beach', 'u.s. border patrol agents'); ('imperial beach', 'united states'); ('jet ski', 'osvaldo reyes-virgen'); ('jet ski', 'u.s. border patrol agents'); ('jet ski', 'united states'); ('mexico', 'osvaldo reyes-virgen'); ('mexico', 'united states'); ('osvaldo reyes-virgen', 'u.s. border patrol agents'); ('osvaldo reyes-virgen', 'united states'); ('san diego', 'u.s. border patrol agents'); ('u.s. border patrol agents', 'united states')"
152,5,2,2,4,2,17,"('aliens', 'person'); ('chelliah', 'person'); ('haiti', 'location'); ('turks and caicos islands', 'location'); ('united states', 'location')","('bahamas', 'location'); ('srilanka', 'location')","('sri lanka', 'location'); ('the bahamas', 'location')","('aliens', 'chelliah'); ('aliens', 'haiti'); ('aliens', 'turks and caicos islands'); ('aliens', 'united states')","('aliens', 'bahamas'); ('aliens', 'srilanka')","('aliens', 'sri lanka'); ('aliens', 'the bahamas'); ('chelliah', 'haiti'); ('chelliah', 'sri lanka'); ('chelliah', 'the bahamas'); ('chelliah', 'turks and caicos islands'); ('chelliah', 'united states'); ('haiti', 'sri lanka'); ('haiti', 'the bahamas'); ('haiti', 'turks and caicos islands'); ('haiti', 'united states'); ('sri lanka', 'the bahamas'); ('sri lanka', 'turks and caicos islands'); ('sri lanka', 'united states'); ('the bahamas', 'turks and caicos islands'); ('the bahamas', 'united states'); ('turks and caicos islands', 'united states')"
153,3,3,2,3,4,7,"('air and marine operations', 'organization'); ('homeland security investigations', 'organization'); ('marine task force', 'organization')","('individuals', 'person'); ('maritime smuggling event', 'smuggled_items'); ('usbp agents', 'person')","('14 individuals', 'person'); ('u.s. border patrol agents', 'person')","('air and marine operations', 'homeland security investigations'); ('air and marine operations', 'marine task force'); ('homeland security investigations', 'marine task force')","('air and marine operations', 'individuals'); ('homeland security investigations', 'individuals'); ('individuals', 'marine task force'); ('individuals', 'usbp agents')","('14 individuals', 'air and marine operations'); ('14 individuals', 'homeland security investigations'); ('14 individuals', 'marine task force'); ('14 individuals', 'u.s. border patrol agents'); ('air and marine operations', 'u.s. border patrol agents'); ('homeland security investigations', 'u.s. border patrol agents'); ('marine task force', 'u.s. border patrol agents')"
154,3,2,2,0,3,10,"('concerned citizen', 'person'); ('encinitas', 'location'); ('panga-style vessel', 'means_of_transportation')","('joint harbor operations center', 'organization'); ('stone steps beach', 'location')","('joint harbor operations center (jhoc)', 'organization'); ('stone steps beach, encinitas', 'location')",,"('concerned citizen', 'joint harbor operations center'); ('encinitas', 'stone steps beach'); ('joint harbor operations center', 'stone steps beach')","('concerned citizen', 'encinitas'); ('concerned citizen', 'joint harbor operations center (jhoc)'); ('concerned citizen', 'panga-style vessel'); ('concerned citizen', 'stone steps beach, encinitas'); ('encinitas', 'joint harbor operations center (jhoc)'); ('encinitas', 'panga-style vessel'); ('encinitas', 'stone steps beach, encinitas'); ('joint harbor operations center (jhoc)', 'panga-style vessel'); ('joint harbor operations center (jhoc)', 'stone steps beach, encinitas'); ('panga-style vessel', 'stone steps beach, encinitas')"
155,3,2,2,1,3,9,"('oceanside', 'location'); ('pleasure craft', 'means_of_transportation'); ('usbp agents', 'person')","('aliens', 'person'); ('united states coast guard', 'person')","('nine people', 'person'); ('united states coast guard (uscg)', 'organization')","('pleasure craft', 'usbp agents')","('aliens', 'pleasure craft'); ('oceanside', 'united states coast guard'); ('united states coast guard', 'usbp agents')","('nine people', 'oceanside'); ('nine people', 'pleasure craft'); ('nine people', 'united states coast guard (uscg)'); ('nine people', 'usbp agents'); ('oceanside', 'pleasure craft'); ('oceanside', 'united states coast guard (uscg)'); ('oceanside', 'usbp agents'); ('pleasure craft', 'united states coast guard (uscg)'); ('united states coast guard (uscg)', 'usbp agents')"
156,2,1,1,1,1,2,"('illegal aliens', 'person'); ('smugglers', 'person')","('felony alien smuggling', 'smuggled_items')","('agents', 'person')","('illegal aliens', 'smugglers')","('felony alien smuggling', 'smugglers')","('agents', 'illegal aliens'); ('agents', 'smugglers')"
157,1,3,4,0,4,10,"('24-foot bayliner pleasure craft', 'means_of_transportation')","('amo', 'person'); ('jhoc', 'person'); ('san diego, calif', 'location')","('air and marine operations (amo)', 'organization'); ('california', 'location'); ('joint harbor operations center (jhoc)', 'organization'); ('san diego, california', 'location')",,"('24-foot bayliner pleasure craft', 'amo'); ('24-foot bayliner pleasure craft', 'jhoc'); ('amo', 'jhoc'); ('amo', 'san diego, calif')","('24-foot bayliner pleasure craft', 'air and marine operations (amo)'); ('24-foot bayliner pleasure craft', 'california'); ('24-foot bayliner pleasure craft', 'joint harbor operations center (jhoc)'); ('24-foot bayliner pleasure craft', 'san diego, california'); ('air and marine operations (amo)', 'california'); ('air and marine operations (amo)', 'joint harbor operations center (jhoc)'); ('air and marine operations (amo)', 'san diego, california'); ('california', 'joint harbor operations center (jhoc)'); ('california', 'san diego, california'); ('joint harbor operations center (jhoc)', 'san diego, california')"
158,3,0,2,3,0,7,"('sheriff's deputies', 'person'); ('swami's beach', 'location'); ('u.s. border patrol agents', 'person')",,"('boat', 'means_of_transportation'); ('several individuals', 'person')","('sheriff's deputies', 'swami's beach'); ('sheriff's deputies', 'u.s. border patrol agents'); ('swami's beach', 'u.s. border patrol agents')",,"('boat', 'several individuals'); ('boat', 'sheriff's deputies'); ('boat', 'swami's beach'); ('boat', 'u.s. border patrol agents'); ('several individuals', 'sheriff's deputies'); ('several individuals', 'swami's beach'); ('several individuals', 'u.s. border patrol agents')"
159,2,2,3,1,3,9,"('cbp marine interdiction agents', 'person'); ('point loma', 'location')","('mexican nationals', 'person'); ('panga', 'means_of_transportation')","('24 mexican nationals', 'person'); ('30-foot panga', 'means_of_transportation'); ('mexico', 'location')","('cbp marine interdiction agents', 'point loma')","('cbp marine interdiction agents', 'panga'); ('mexican nationals', 'panga'); ('mexican nationals', 'point loma')","('24 mexican nationals', '30-foot panga'); ('24 mexican nationals', 'cbp marine interdiction agents'); ('24 mexican nationals', 'mexico'); ('24 mexican nationals', 'point loma'); ('30-foot panga', 'cbp marine interdiction agents'); ('30-foot panga', 'mexico'); ('30-foot panga', 'point loma'); ('cbp marine interdiction agents', 'mexico'); ('mexico', 'point loma')"
160,4,3,5,3,3,18,"('17 migrants', 'person'); ('border patrol agents', 'person'); ('orange county sheriff's boat', 'means_of_transportation'); ('panga', 'means_of_transportation')","('mexican nationals', 'person'); ('u.s.', 'location'); ('uscg', 'person')","('mexico', 'location'); ('orange county sheriff', 'organization'); ('united states', 'location'); ('united states coast guard (uscg)', 'organization'); ('uscg vessel', 'means_of_transportation')","('17 migrants', 'border patrol agents'); ('17 migrants', 'panga'); ('border patrol agents', 'orange county sheriff's boat')","('17 migrants', 'mexican nationals'); ('17 migrants', 'u.s.'); ('orange county sheriff's boat', 'u.s.')","('17 migrants', 'mexico'); ('17 migrants', 'orange county sheriff's boat'); ('17 migrants', 'united states'); ('17 migrants', 'united states coast guard (uscg)'); ('17 migrants', 'uscg vessel'); ('border patrol agents', 'mexico'); ('border patrol agents', 'orange county sheriff'); ('border patrol agents', 'panga'); ('border patrol agents', 'united states'); ('mexico', 'panga'); ('mexico', 'united states'); ('orange county sheriff', 'orange county sheriff's boat'); ('orange county sheriff's boat', 'panga'); ('panga', 'united states'); ('panga', 'united states coast guard (uscg)'); ('panga', 'uscg vessel'); ('united states', 'uscg vessel'); ('united states coast guard (uscg)', 'uscg vessel')"
161,3,1,2,2,1,6,"('amo maritime crew', 'person'); ('north haulover bay', 'location'); ('vessel', 'means_of_transportation')","('st. john usvi', 'location')","('st. john, usvi', 'location'); ('united states virgin islands (usvi)', 'location')","('amo maritime crew', 'vessel'); ('north haulover bay', 'vessel')","('st. john usvi', 'vessel')","('amo maritime crew', 'north haulover bay'); ('amo maritime crew', 'st. john, usvi'); ('amo maritime crew', 'united states virgin islands (usvi)'); ('north haulover bay', 'st. john, usvi'); ('st. john, usvi', 'vessel'); ('united states virgin islands (usvi)', 'vessel')"
162,2,3,4,0,3,15,"('united states', 'location'); ('vessel', 'means_of_transportation')","('aliens', 'person'); ('captain of the vessel', 'person'); ('hsi st. thomas', 'location')","('captain', 'person'); ('four aliens', 'person'); ('hsi st. thomas', 'organization'); ('st. thomas', 'location')",,"('aliens', 'united states'); ('aliens', 'vessel'); ('captain of the vessel', 'hsi st. thomas')","('captain', 'four aliens'); ('captain', 'hsi st. thomas'); ('captain', 'st. thomas'); ('captain', 'united states'); ('captain', 'vessel'); ('four aliens', 'hsi st. thomas'); ('four aliens', 'st. thomas'); ('four aliens', 'united states'); ('four aliens', 'vessel'); ('hsi st. thomas', 'st. thomas'); ('hsi st. thomas', 'united states'); ('hsi st. thomas', 'vessel'); ('st. thomas', 'united states'); ('st. thomas', 'vessel'); ('united states', 'vessel')"
163,3,1,4,2,1,17,"('12 mexican nationals', 'person'); ('border patrol agents', 'person'); ('smuggling boat', 'means_of_transportation')","('san clemente, calif.', 'location')","('california', 'location'); ('mexico', 'location'); ('san clemente, california', 'location'); ('united states', 'location')","('12 mexican nationals', 'border patrol agents'); ('12 mexican nationals', 'smuggling boat')","('border patrol agents', 'san clemente, calif.')","('12 mexican nationals', 'california'); ('12 mexican nationals', 'mexico'); ('12 mexican nationals', 'san clemente, california'); ('12 mexican nationals', 'united states'); ('border patrol agents', 'california'); ('border patrol agents', 'mexico'); ('border patrol agents', 'san clemente, california'); ('border patrol agents', 'smuggling boat'); ('border patrol agents', 'united states'); ('california', 'san clemente, california'); ('california', 'smuggling boat'); ('california', 'united states'); ('mexico', 'smuggling boat'); ('mexico', 'united states'); ('san clemente, california', 'smuggling boat'); ('san clemente, california', 'united states'); ('smuggling boat', 'united states')"
164,2,4,0,1,5,0,"('agents', 'person'); ('illegal aliens', 'person')","('maritime', 'location'); ('new slip-on shoes', 'smuggled_items'); ('similar clothing', 'smuggled_items'); ('sweatpants', 'smuggled_items')",,"('agents', 'illegal aliens')","('agents', 'maritime'); ('illegal aliens', 'maritime'); ('illegal aliens', 'new slip-on shoes'); ('illegal aliens', 'similar clothing'); ('illegal aliens', 'sweatpants')",
165,2,3,2,1,3,5,"('north haulover bay', 'location'); ('vessel', 'means_of_transportation')","('air and marine operations', 'organization'); ('crew', 'person'); ('st john', 'location')","('air and marine operations maritime crew', 'person'); ('st. john', 'location')","('north haulover bay', 'vessel')","('air and marine operations crew', 'st john'); ('air and marine operations crew', 'vessel'); ('st john', 'vessel')","('air and marine operations maritime crew', 'north haulover bay'); ('air and marine operations maritime crew', 'st. john'); ('air and marine operations maritime crew', 'vessel'); ('north haulover bay', 'st. john'); ('st. john', 'vessel')"
166,6,5,5,5,4,27,"('alien smuggler', 'person'); ('britain', 'location'); ('canada', 'location'); ('pakistan', 'location'); ('united states', 'location'); ('us authorities', 'person')","('alleged smuggler', 'person'); ('canadian police', 'person'); ('ctv television', 'person'); ('middle eastern suspects', 'person'); ('organization', 'organization')","('19 people', 'person'); ('canadian police', 'organization'); ('ctv', 'organization'); ('five middle eastern suspects', 'person'); ('smuggling organization', 'organization')","('alien smuggler', 'canadian police'); ('alien smuggler', 'united states'); ('britain', 'united states'); ('canada', 'united states'); ('pakistan', 'united states')","('alien smuggler', 'middle eastern suspects'); ('alien smuggler', 'organization'); ('alleged smuggler', 'organization'); ('middle eastern suspects', 'united states')","('19 people', 'alien smuggler'); ('19 people', 'britain'); ('19 people', 'canada'); ('19 people', 'pakistan'); ('19 people', 'smuggling organization'); ('19 people', 'united states'); ('alien smuggler', 'britain'); ('alien smuggler', 'canada'); ('alien smuggler', 'ctv'); ('alien smuggler', 'five middle eastern suspects'); ('alien smuggler', 'pakistan'); ('alien smuggler', 'smuggling organization'); ('britain', 'canada'); ('britain', 'five middle eastern suspects'); ('britain', 'pakistan'); ('britain', 'smuggling organization'); ('canada', 'five middle eastern suspects'); ('canada', 'pakistan'); ('canada', 'smuggling organization'); ('canadian police', 'ctv'); ('canadian police', 'smuggling organization'); ('five middle eastern suspects', 'pakistan'); ('five middle eastern suspects', 'united states'); ('five middle eastern suspects', 'us authorities'); ('pakistan', 'smuggling organization'); ('smuggling organization', 'united states'); ('united states', 'us authorities')"
