Sr.No.,Input_Text,TP_ent,FP_ent,FN_ent,TP_rel,FP_rel,FN_rel,TP_ent_pairs,FP_ent_pairs,FN_ent_pairs,TP_rel_pairs,FP_rel_pairs,FN_rel_pairs
138,"Carlos Jimenez, 31, a U.S. national residing in Mexicali, Mexico, was identified as a planner of the smuggling operation.",2,0,2,1,0,3,"('carlos jimenez', 'person'); ('mexicali, mexico', 'location')",,"('mexico', 'location'); ('united states', 'location')","('carlos jimenez', 'mexicali, mexico')",,"('carlos jimenez', 'mexico'); ('carlos jimenez', 'united states'); ('mexicali, mexico', 'mexico')"
139,Federal agents helped arrest 34 people in separate landings along the Oregon coastline on Saturday night.,1,1,2,0,1,3,"('federal agents', 'person')","('oregon', 'location')","('34 people', 'person'); ('oregon coastline', 'location')",,"('federal agents', 'oregon')","('34 people', 'oregon coastline'); ('federal agents', '34 people'); ('federal agents', 'oregon coastline')"
140,"The operation began on Tuesday at around 5:15 p.m., when a local tipster reported a strange vessel in Elliott Bay near Seattle.",3,0,1,3,0,3,"('elliott bay', 'location'); ('local tipster', 'person'); ('seattle', 'location')",,"('strange vessel', 'means_of_transportation')","('elliott bay', 'seattle'); ('local tipster', 'elliott bay'); ('local tipster', 'seattle')",,"('local tipster', 'strange vessel'); ('strange vessel', 'elliott bay'); ('strange vessel', 'seattle')"
141,"At 2:45 a.m. Wednesday, the Portland Harbor Unit notified marine interdiction officers about a suspected smuggling vessel off the shore of Portland.",2,0,2,1,0,5,"('portland', 'location'); ('portland harbor unit', 'organization')",,"('marine interdiction officers', 'person'); ('suspected smuggling vessel', 'means_of_transportation')","('portland harbor unit', 'portland')",,"('marine interdiction officers', 'portland'); ('marine interdiction officers', 'suspected smuggling vessel'); ('portland harbor unit', 'marine interdiction officers'); ('portland harbor unit', 'suspected smuggling vessel'); ('suspected smuggling vessel', 'portland')"
142,"The officers intercepted the speedboat at the Port Angeles dock, discovering 16 migrants inside. Two additional suspects were found with a dark gray SUV nearby.",3,0,3,2,0,9,"('dark gray suv', 'means_of_transportation'); ('port angeles dock', 'location'); ('speedboat', 'means_of_transportation')",,"('16 migrants', 'person'); ('officers', 'person'); ('two additional suspects', 'person')","('dark gray suv', 'port angeles dock'); ('speedboat', 'port angeles dock')",,"('16 migrants', 'port angeles dock'); ('officers', '16 migrants'); ('officers', 'dark gray suv'); ('officers', 'port angeles dock'); ('officers', 'speedboat'); ('officers', 'two additional suspects'); ('speedboat', '16 migrants'); ('two additional suspects', 'dark gray suv'); ('two additional suspects', 'port angeles dock')"
143,"Investigators approached a yacht with 13 people on board — ten from Honduras, two from Nicaragua, and one from Peru — during a boarding near Catalina Island.",6,0,4,2,3,16,"('catalina island', 'location'); ('honduras', 'location'); ('investigators', 'person'); ('nicaragua', 'location'); ('peru', 'location'); ('yacht', 'means_of_transportation')",,"('13 people', 'person'); ('one peruvian national', 'person'); ('ten honduran nationals', 'person'); ('two nicaraguan nationals', 'person')","('investigators', 'yacht'); ('yacht', 'catalina island')","('yacht', 'honduras'); ('yacht', 'nicaragua'); ('yacht', 'peru')","('13 people', 'catalina island'); ('13 people', 'one peruvian national'); ('13 people', 'ten honduran nationals'); ('13 people', 'two nicaraguan nationals'); ('investigators', '13 people'); ('investigators', 'catalina island'); ('one peruvian national', 'catalina island'); ('one peruvian national', 'peru'); ('ten honduran nationals', 'catalina island'); ('ten honduran nationals', 'honduras'); ('two nicaraguan nationals', 'catalina island'); ('two nicaraguan nationals', 'nicaragua'); ('yacht', '13 people'); ('yacht', 'one peruvian national'); ('yacht', 'ten honduran nationals'); ('yacht', 'two nicaraguan nationals')"
144,"Martinez directed his crew to meet at a remote beach in San Quintín, Mexico with two rigid-hull boats intended for transporting groups offshore.",3,0,3,2,1,12,"('martinez', 'person'); ('rigid-hull boats', 'means_of_transportation'); ('san quintín, mexico', 'location')",,"('crew', 'person'); ('mexico', 'location'); ('remote beach', 'location')","('martinez', 'rigid-hull boats'); ('martinez', 'san quintín, mexico')","('san quintín, mexico', 'rigid-hull boats')","('crew', 'mexico'); ('crew', 'remote beach'); ('crew', 'rigid-hull boats'); ('crew', 'san quintín, mexico'); ('martinez', 'crew'); ('martinez', 'mexico'); ('martinez', 'remote beach'); ('remote beach', 'san quintín, mexico'); ('rigid-hull boats', 'mexico'); ('rigid-hull boats', 'remote beach'); ('rigid-hull boats', 'san quintín, mexico'); ('san quintín, mexico', 'mexico')"
145,"Ernesto Delgado, captain of the vessel that capsized in April 2022, resulting in the loss of four lives, was sentenced to 15 years imprisonment.",1,1,2,0,1,3,"('ernesto delgado', 'person')","('vessel', 'means_of_transportation')","('capsized vessel', 'means_of_transportation'); ('four lives', 'person')",,"('ernesto delgado', 'vessel')","('capsized vessel', 'four lives'); ('ernesto delgado', 'capsized vessel'); ('ernesto delgado', 'four lives')"
146,"IMPERIAL BEACH, Calif.- Sunday, at approximately 6:20 a.m., U.S. Border Patrol agents arrested four men from Mexico who swam around the international border wall into the United States along with two additional men who picked them up north of the border to transport them further into the U.S.",2,1,5,0,3,19,"('mexico', 'location'); ('united states', 'location')","('imperial beach, calif.', 'location')","('four men from mexico', 'person'); ('imperial beach, california', 'location'); ('international border wall', 'location'); ('two additional men', 'person'); ('u.s. border patrol agents', 'person')",,"('imperial beach, calif.', 'mexico'); ('imperial beach, calif.', 'united states'); ('mexico', 'united states')","('four men from mexico', 'imperial beach, california'); ('four men from mexico', 'international border wall'); ('four men from mexico', 'mexico'); ('four men from mexico', 'two additional men'); ('four men from mexico', 'united states'); ('imperial beach, california', 'international border wall'); ('imperial beach, california', 'united states'); ('international border wall', 'imperial beach, california'); ('international border wall', 'mexico'); ('international border wall', 'united states'); ('two additional men', 'imperial beach, california'); ('two additional men', 'international border wall'); ('two additional men', 'united states'); ('u.s. border patrol agents', 'four men from mexico'); ('u.s. border patrol agents', 'imperial beach, california'); ('u.s. border patrol agents', 'international border wall'); ('u.s. border patrol agents', 'two additional men'); ('u.s. border patrol agents', 'united states'); ('united states', 'mexico')"
147,"Shortly after 6 a.m., an agent patrolling the Imperial Beach coastline near Seacoast Drive and Admiralty Way observed four men walking north along the beach.",1,1,3,0,1,6,"('agent', 'person')","('imperial beach', 'location')","('four men', 'person'); ('imperial beach coastline', 'location'); ('seacoast drive and admiralty way', 'routes')",,"('agent', 'imperial beach')","('agent', 'four men'); ('agent', 'imperial beach coastline'); ('agent', 'seacoast drive and admiralty way'); ('four men', 'imperial beach coastline'); ('four men', 'seacoast drive and admiralty way'); ('imperial beach coastline', 'seacoast drive and admiralty way')"
148,"Mexican nationals Eleazar Mozqueda Simental and Manuel Antonio Mozqueda Simental were arrested and charged on March 20, 2025, in connection with a maritime smuggling incident. They were accused of illegally transporting 14 undocumented immigrants from Mexico, Vietnam and China all of whom were forced to wear large black trash bags over their heads and bodies during the four-hour trip.",5,0,1,7,0,5,"('china', 'location'); ('eleazar mozqueda simental', 'person'); ('manuel antonio mozqueda simental', 'person'); ('mexico', 'location'); ('vietnam', 'location')",,"('14 undocumented immigrants', 'person')","('eleazar mozqueda simental', 'china'); ('eleazar mozqueda simental', 'manuel antonio mozqueda simental'); ('eleazar mozqueda simental', 'mexico'); ('eleazar mozqueda simental', 'vietnam'); ('manuel antonio mozqueda simental', 'china'); ('manuel antonio mozqueda simental', 'mexico'); ('manuel antonio mozqueda simental', 'vietnam')",,"('14 undocumented immigrants', 'china'); ('14 undocumented immigrants', 'mexico'); ('14 undocumented immigrants', 'vietnam'); ('eleazar mozqueda simental', '14 undocumented immigrants'); ('manuel antonio mozqueda simental', '14 undocumented immigrants')"
149,"They were brought into the United States on a panga boat traveling at high speed across rough seas. According to interviews with the undocumented immigrants on the boat, at one point, the panga caught air, broke apart and capsized, sending terrified passengers into the water.",2,0,3,1,0,8,"('panga boat', 'means_of_transportation'); ('united states', 'location')",,"('rough seas', 'location'); ('undocumented immigrants', 'person'); ('water', 'location')","('panga boat', 'united states')",,"('panga boat', 'rough seas'); ('panga boat', 'water'); ('rough seas', 'united states'); ('rough seas', 'water'); ('undocumented immigrants', 'panga boat'); ('undocumented immigrants', 'rough seas'); ('undocumented immigrants', 'united states'); ('undocumented immigrants', 'water')"
150,"Mexican national Osvaldo Reyes-Virgen was arrested on March 17, 2025, by San Diego- based U.S. Border Patrol agents and charged after he was found in the United States hiding behind brush near Imperial Beach after agents observed a jet ski traveling north.",3,0,5,3,0,16,"('imperial beach', 'location'); ('jet ski', 'means_of_transportation'); ('osvaldo reyes-virgen', 'person')",,"('brush', 'location'); ('mexico', 'location'); ('san diego', 'location'); ('u.s. border patrol agents', 'person'); ('united states', 'location')","('jet ski', 'imperial beach'); ('osvaldo reyes-virgen', 'imperial beach'); ('osvaldo reyes-virgen', 'jet ski')",,"('brush', 'united states'); ('imperial beach', 'brush'); ('imperial beach', 'san diego'); ('imperial beach', 'united states'); ('jet ski', 'united states'); ('osvaldo reyes-virgen', 'brush'); ('osvaldo reyes-virgen', 'mexico'); ('osvaldo reyes-virgen', 'united states'); ('san diego', 'imperial beach'); ('u.s. border patrol agents', 'brush'); ('u.s. border patrol agents', 'imperial beach'); ('u.s. border patrol agents', 'jet ski'); ('u.s. border patrol agents', 'osvaldo reyes-virgen'); ('u.s. border patrol agents', 'san diego'); ('u.s. border patrol agents', 'united states'); ('united states', 'mexico')"
151,"The Juno Police Department alerted Border Patrol agents on March 8, 2014, to a maritime smuggling event in Juno Beach, Fla. Border Patrol agents discovered a 25' Sea Ray on the beach.",0,1,7,0,0,18,,"('juno beach, fla', 'location')","('imperial beach', 'location'); ('jet ski', 'means_of_transportation'); ('mexico', 'location'); ('osvaldo reyes-virgen', 'person'); ('san diego', 'location'); ('u.s. border patrol agents', 'person'); ('united states', 'location')",,,"('imperial beach', 'brush'); ('imperial beach', 'san diego'); ('imperial beach', 'united states'); ('jet ski', 'imperial beach'); ('jet ski', 'united states'); ('osvaldo reyes-virgen', 'brush'); ('osvaldo reyes-virgen', 'imperial beach'); ('osvaldo reyes-virgen', 'jet ski'); ('osvaldo reyes-virgen', 'mexico'); ('osvaldo reyes-virgen', 'united states'); ('san diego', 'imperial beach'); ('u.s. border patrol agents', 'brush'); ('u.s. border patrol agents', 'imperial beach'); ('u.s. border patrol agents', 'jet ski'); ('u.s. border patrol agents', 'osvaldo reyes-virgen'); ('u.s. border patrol agents', 'san diego'); ('u.s. border patrol agents', 'united states'); ('united states', 'mexico')"
152,"According to the complaint, Chelliah is alleged to have attempted to facilitate the travel of aliens from Sri Lanka through Haiti, Turks and Caicos Islands, and the Bahamas to the United States.",5,1,2,6,3,15,"('chelliah', 'person'); ('haiti', 'location'); ('sri lanka', 'location'); ('turks and caicos islands', 'location'); ('united states', 'location')","('bahamas', 'location')","('aliens', 'person'); ('the bahamas', 'location')","('chelliah', 'haiti'); ('chelliah', 'sri lanka'); ('chelliah', 'turks and caicos islands'); ('chelliah', 'united states'); ('haiti', 'turks and caicos islands'); ('sri lanka', 'haiti')","('bahamas', 'united states'); ('chelliah', 'bahamas'); ('turks and caicos islands', 'bahamas')","('aliens', 'haiti'); ('aliens', 'sri lanka'); ('aliens', 'the bahamas'); ('aliens', 'turks and caicos islands'); ('aliens', 'united states'); ('chelliah', 'aliens'); ('chelliah', 'the bahamas'); ('haiti', 'the bahamas'); ('haiti', 'united states'); ('sri lanka', 'the bahamas'); ('sri lanka', 'turks and caicos islands'); ('sri lanka', 'united states'); ('the bahamas', 'united states'); ('turks and caicos islands', 'the bahamas'); ('turks and caicos islands', 'united states')"
